class,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
grade:C|condition:11,1,0,0,0.0,1,170.0,LOW SAMPLE
grade:C|condition:12,1,0,0,0.0,1,130.0,LOW SAMPLE
grade:C|condition:13,9,2,0.2222222222222222,83.33333333333334,0.4444444444444444,78.88888888888889,LOW SAMPLE
grade:E|condition:11,2,1,0.5,95.0,1,114.99999999999999,LOW SAMPLE
grade:E|condition:13,94,22,0.23404255319148937,48.51063829787234,0.5106382978723404,66.17021276595744,
grade:E|condition:18,1,0,0,0.0,1,110.00000000000001,LOW SAMPLE
grade:L|condition:13,3,0,0,0.0,0,0.0,LOW SAMPLE
grade:unknown|condition:11,75,15,0.2,59.73333333333334,0.4,64.66666666666666,
grade:unknown|condition:12,138,35,0.2536231884057971,76.52173913043478,0.5942028985507246,79.4927536231884,
grade:unknown|condition:13,96,25,0.2604166666666667,67.91666666666667,0.5208333333333334,73.85416666666667,
grade:unknown|condition:18,12,2,0.16666666666666666,46.666666666666664,0.3333333333333333,41.66666666666667,LOW SAMPLE
