date,race_id,ranker_top1_horse,ranker_rank,ranker_probability,ranker_popularity,ranker_odds,ranker_actual_rank,winner_horse,winner_popularity,winner_odds,top10_positive_shap
2026-01-12 00:00:00,2026-0112-06-01-05-07,リュミナーズ,1,0.2226583304471094,4,9.7,4,フィールオーサム,1,2.4,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.19558483551861558, ""feature_value"": 0.673958420753479}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.16466701668289638, ""feature_value"": 0.5984712243080139}, {""feature"": ""recent3_place_rate"", ""shap"": 0.11166864465250743, ""feature_value"": 0.6666666865348816}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.10223896703473698, ""feature_value"": 0.6678870320320129}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.0921631807195511, ""feature_value"": 3.4000000953674316}, {""feature"": ""career_races"", ""shap"": 0.08930925203541347, ""feature_value"": 10}, {""feature"": ""prize_ratio_vs_last3_mean"", ""shap"": 0.05814669200759237, ""feature_value"": 1.024999976158142}, {""feature"": ""last2_adjusted_performance"", ""shap"": 0.05671128126653558, ""feature_value"": 0.6747543811798096}, {""feature"": ""prize_change_from_last3_mean"", ""shap"": 0.05327820193374481, ""feature_value"": 200000.0}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.03682809779750679, ""feature_value"": 0.5510494112968445}]"
2026-01-17 00:00:00,2026-0117-06-01-06-06,レインボーラッキー,1,0.1356725633322744,7,13.5,10,メッエフアパラ,1,4.3,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.2537904132805647, ""feature_value"": 0.9058631062507629}, {""feature"": ""career_races"", ""shap"": 0.2010543565544513, ""feature_value"": 4}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.18095189755523167, ""feature_value"": 0.6409315466880798}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.12409151338491635, ""feature_value"": 0.9058631062507629}, {""feature"": ""prize_change_from_last3_mean"", ""shap"": 0.05663030510024934, ""feature_value"": 133333.328125}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.05437864240540147, ""feature_value"": 0.5508432388305664}, {""feature"": ""last3_field_strength"", ""shap"": 0.036715961783944685, ""feature_value"": 0.28028273582458496}, {""feature"": ""prize_ratio_vs_last3_mean"", ""shap"": 0.030591122884138004, ""feature_value"": 1.0165289640426636}, {""feature"": ""current_distance"", ""shap"": 0.024100867756072838, ""feature_value"": 1200}, {""feature"": ""last1_margin_x_prize_strength"", ""shap"": 0.02392941562524758, ""feature_value"": 0.0}]"
2026-01-24 00:00:00,2026-0124-06-01-08-06,ショウナンパトス,1,0.1420093141552417,4,6.1,4,クラウトロック,1,2.4,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.18229556992859738, ""feature_value"": 0.955382764339447}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.17283614478396297, ""feature_value"": 0.7402610778808594}, {""feature"": ""career_win_rate"", ""shap"": 0.16959219714641074, ""feature_value"": 0.3333333432674408}, {""feature"": ""career_races"", ""shap"": 0.1646187802904331, ""feature_value"": 3}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.12473468307106052, ""feature_value"": 1.399999976158142}, {""feature"": ""recent3_place_rate"", ""shap"": 0.11598522037610506, ""feature_value"": 1.0}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.09134993518668055, ""feature_value"": 0.9385598301887512}, {""feature"": ""mean_margin_last3"", ""shap"": 0.06625879734782389, ""feature_value"": 2.0}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.06354935913496146, ""feature_value"": 0.6712357401847839}, {""feature"": ""last1_distance"", ""shap"": 0.060286052865520995, ""feature_value"": 1800}]"
2026-01-25 00:00:00,2026-0125-08-01-09-11,サイモンザナドゥ,1,0.1364117490631222,4,6.7,9,ロードクロンヌ,1,4.4,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.21588730134794187, ""feature_value"": 0.9692307710647583}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.2151451544635716, ""feature_value"": 0.894321620464325}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.1721359609777886, ""feature_value"": 0.8866254091262817}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.16517489881183597, ""feature_value"": 0.30000001192092896}, {""feature"": ""recent3_place_rate"", ""shap"": 0.1560923147344055, ""feature_value"": 1.0}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.10986574435488429, ""feature_value"": 0.9695930480957031}, {""feature"": ""mean_margin_last3"", ""shap"": 0.07503377476348659, ""feature_value"": 0.3333333432674408}, {""feature"": ""best_strong_opponent_performance_last3"", ""shap"": 0.07455526448462897, ""feature_value"": 0.5666666626930237}, {""feature"": ""last2_field_strength_v2"", ""shap"": 0.06459268201269112, ""feature_value"": 0.2991809844970703}, {""feature"": ""last2_adjusted_performance"", ""shap"": 0.05951757571197481, ""feature_value"": 0.7146843671798706}]"
2026-01-25 00:00:00,2026-0125-10-01-02-03,マカニ,1,0.1866552668123137,6,13.6,5,ララアヴリル,1,3.6,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.22944982239123135, ""feature_value"": 0.955382764339447}, {""feature"": ""career_win_rate"", ""shap"": 0.2241528811162431, ""feature_value"": 0.3333333432674408}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.15788118249098762, ""feature_value"": 0.6039035320281982}, {""feature"": ""career_races"", ""shap"": 0.15719364564436553, ""feature_value"": 3}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.10348564167940895, ""feature_value"": 0.955382764339447}, {""feature"": ""last3_field_top3_mean_strength_v2"", ""shap"": 0.02598646647069564, ""feature_value"": 0.3213346004486084}, {""feature"": ""current_distance"", ""shap"": 0.023771597906158803, ""feature_value"": 1000}, {""feature"": ""prize_change_from_last3_mean"", ""shap"": 0.01856926647216881, ""feature_value"": 2066666.625}, {""feature"": ""last1_margin_x_prize_strength"", ""shap"": 0.01757465821399612, ""feature_value"": 0.0}, {""feature"": ""last3_position_advantage"", ""shap"": 0.014745238755590442, ""feature_value"": 0.4761904776096344}]"
2026-01-31 00:00:00,2026-0131-05-01-01-10,アスミル,1,0.1243182328180926,4,6.5,4,オルネーロ,1,4.4,"[{""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.20041938900000864, ""feature_value"": 0.8568851351737976}, {""feature"": ""career_win_rate"", ""shap"": 0.1983187047119527, ""feature_value"": 0.3333333432674408}, {""feature"": ""last1_raw_performance"", ""shap"": 0.17941393073715547, ""feature_value"": 1.0}, {""feature"": ""recent3_place_rate"", ""shap"": 0.13725652921764445, ""feature_value"": 1.0}, {""feature"": ""career_races"", ""shap"": 0.12708519635073687, ""feature_value"": 6}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.12118774262628326, ""feature_value"": 1.5}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.11940883444226993, ""feature_value"": 1.0}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.09231892949521027, ""feature_value"": 0.8360260128974915}, {""feature"": ""mean_margin_last3"", ""shap"": 0.06369128868878422, ""feature_value"": 1.6666666269302368}, {""feature"": ""last2_adjusted_performance"", ""shap"": 0.03607284870104418, ""feature_value"": 0.5526951551437378}]"
2026-01-31 00:00:00,2026-0131-10-01-03-09,ミッキーマカパ,1,0.178268783920322,6,10.3,8,スノーサイレンス,1,3.2,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.18968211142213143, ""feature_value"": 0.564673662185669}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.16864722214934408, ""feature_value"": 0.6887313723564148}, {""feature"": ""career_win_rate"", ""shap"": 0.16489429720743864, ""feature_value"": 0.2857142984867096}, {""feature"": ""career_races"", ""shap"": 0.1119163949632796, ""feature_value"": 7}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.10826440873658066, ""feature_value"": 1.7999999523162842}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.09048625260846756, ""feature_value"": 0.564673662185669}, {""feature"": ""recent3_place_rate"", ""shap"": 0.08408642911649772, ""feature_value"": 0.6666666865348816}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.0703252882251193, ""feature_value"": 0.6990572214126587}, {""feature"": ""mean_margin_last3"", ""shap"": 0.05650417766810472, ""feature_value"": 2.0}, {""feature"": ""current_distance"", ""shap"": 0.037768320589030756, ""feature_value"": 1000}]"
2026-02-10 00:00:00,2026-0210-05-01-04-08,フェデラー,1,0.2172118836358019,4,5.7,6,ドラゴンテイラー,1,3.4,"[{""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.19725547373034627, ""feature_value"": 0.6118606925010681}, {""feature"": ""career_win_rate"", ""shap"": 0.1952650962417013, ""feature_value"": 0.4000000059604645}, {""feature"": ""last1_raw_performance"", ""shap"": 0.192503815522166, ""feature_value"": 0.5686073899269104}, {""feature"": ""career_races"", ""shap"": 0.1912650645178172, ""feature_value"": 5}, {""feature"": ""recent3_place_rate"", ""shap"": 0.1170726108079105, ""feature_value"": 0.6666666865348816}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.10524748445310016, ""feature_value"": 0.5686073899269104}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.06990669255105218, ""feature_value"": 3.0999999046325684}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.05346655372035488, ""feature_value"": 0.6645991206169128}, {""feature"": ""last3_field_strength"", ""shap"": 0.044442112718656966, ""feature_value"": 0.2461557537317276}, {""feature"": ""prize_ratio_vs_last3_mean"", ""shap"": 0.027435800308035614, ""feature_value"": 1.1226415634155273}]"
2026-02-10 00:00:00,2026-0210-08-02-04-04,ビービーバザーク,1,0.2376218138481929,5,8.7,7,ルクスフレンジー,1,2.0,"[{""feature"": ""last1_raw_performance"", ""shap"": 0.23169005531352, ""feature_value"": 0.5787548422813416}, {""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.15112873763215537, ""feature_value"": 0.519795835018158}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.09858391302338859, ""feature_value"": 0.5772582292556763}, {""feature"": ""career_races"", ""shap"": 0.09758477367532635, ""feature_value"": 9}, {""feature"": ""prize_change_from_last3_mean"", ""shap"": 0.07094505751239077, ""feature_value"": -133333.328125}, {""feature"": ""prize_ratio_vs_last3_mean"", ""shap"": 0.05110618233547844, ""feature_value"": 0.984000027179718}, {""feature"": ""last1_distance"", ""shap"": 0.03833412533481445, ""feature_value"": 1800}, {""feature"": ""mean_adjusted_performance_last3"", ""shap"": 0.027580526489211974, ""feature_value"": 0.4987303912639618}, {""feature"": ""last2_adjusted_performance"", ""shap"": 0.026841084154199606, ""feature_value"": 0.47380131483078003}, {""feature"": ""races_last_180d"", ""shap"": 0.026143883327416396, ""feature_value"": 5}]"
2026-02-10 00:00:00,2026-0210-08-02-04-09,ネーヴェフレスカ,1,0.1693397111629992,9,21.6,13,ミニトランザット,1,3.7,"[{""feature"": ""weighted_adjusted_performance_last3"", ""shap"": 0.1905914730770308, ""feature_value"": 0.7176008820533752}, {""feature"": ""last1_raw_performance"", ""shap"": 0.16592609422561194, ""feature_value"": 1.0}, {""feature"": ""career_win_rate"", ""shap"": 0.12464851305676097, ""feature_value"": 0.25}, {""feature"": ""recent3_place_rate"", ""shap"": 0.09408079829573007, ""feature_value"": 0.6666666865348816}, {""feature"": ""last1_adjusted_performance"", ""shap"": 0.08935959141251382, ""feature_value"": 1.0}, {""feature"": ""weighted_margin_last3"", ""shap"": 0.08361402696315978, ""feature_value"": 2.4000000953674316}, {""feature"": ""last3_field_strength_v2"", ""shap"": 0.06688838758064107, ""feature_value"": 0.24843856692314148}, {""feature"": ""last2_field_strength_v2"", ""shap"": 0.06270195098540404, ""feature_value"": 0.2506349980831146}, {""feature"": ""best_strong_opponent_performance_last3"", ""shap"": 0.04973884174035797, ""feature_value"": 0.3294117748737335}, {""feature"": ""career_races"", ""shap"": 0.049291803149269835, ""feature_value"": 12}]"
